"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_12734","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_6821","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_6100","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_6944","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_5930","Bacteria","Proteobacteria","Deltaproteobacteria","DTB120","unclassified","unclassified","unclassified"
"OTU_3862","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_21988","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_3923","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_11000","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_524","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_9955","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_5369","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_5180","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_1989","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_13746","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_3213","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_13922","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_656","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_5651","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_6766","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6986","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_22086","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_17598","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_1191","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5946","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7556","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_35624","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2109","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3080","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_12013","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29535","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5103","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7351","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29184","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3066","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29980","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7471","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_28786","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_2015","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_883","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_14109","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_1009","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_35475","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_2401","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_16385","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_2712","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_6565","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_14523","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_31804","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_9576","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_7066","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_5161","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_12613","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_3148","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_29172","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_29245","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_4055","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_29948","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_5668","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_3635","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_29425","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_29984","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified","unclassified"
"OTU_29933","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2793","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6969","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2417","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7189","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_10800","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_1304","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2388","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5326","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_10264","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_35805","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29584","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29023","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3432","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_28830","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6804","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6018","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_30637","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_12309","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29492","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_8677","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_10768","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_30716","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3663","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7179","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29904","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_10806","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_8385","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2915","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5264","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6690","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_8477","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6697","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7300","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_32261","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7447","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29580","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3891","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_9872","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7070","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_12685","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6754","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_10569","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29046","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_9860","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2007","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_10089","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_30325","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29427","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_12573","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5152","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5615","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_2161","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6850","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3779","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_6296","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_4738","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_11490","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29185","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_1571","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_11891","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_28923","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_3089","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_5459","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_8693","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_1475","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_7355","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_29876","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_13768","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_926","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified"
"OTU_1090","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_5983","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_7113","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_28832","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_3443","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424","unclassified","unclassified"
"OTU_9255","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophorhabdaceae","unclassified","unclassified"
"OTU_2683","Bacteria","Verrucomicrobia","Verruco-5","MSBL3","unclassified","unclassified","unclassified"
"OTU_2410","Bacteria","Verrucomicrobia","Verruco-5","LD1-PB3","unclassified","unclassified","unclassified"
"OTU_3030","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","unclassified","unclassified"
"OTU_16335","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","unclassified","unclassified"
"OTU_16445","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","unclassified","unclassified"
"OTU_6020","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","unclassified","unclassified"
"OTU_10102","Bacteria","Verrucomicrobia","Verruco-5","unclassified","unclassified","unclassified","unclassified"
"OTU_5358","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_30089","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_20807","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_6997","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_26131","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_3741","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_5135","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_6043","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
"OTU_35936","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified"
